type_vehicle,idx_vehicle,id_item,x_origin,y_origin,z_origin,orient
V0,0,I0050,0.0,0.0,0.0,0
V0,0,I0051,40.0,0.0,0.0,3
V0,0,I0052,0.0,0.0,20.0,0
V0,0,I0053,40.0,0.0,32.0,3
V0,0,I0054,0.0,0.0,40.0,0
V0,1,I0055,0.0,0.0,0.0,0
V0,1,I0056,40.0,0.0,0.0,3
V0,1,I0057,0.0,0.0,20.0,0
V0,1,I0058,40.0,0.0,32.0,3
V0,1,I0059,0.0,0.0,40.0,0
V0,2,I0060,0.0,0.0,0.0,0
V0,2,I0061,40.0,0.0,0.0,3
V0,2,I0062,0.0,0.0,20.0,0
V0,2,I0063,40.0,0.0,32.0,3
V0,2,I0064,0.0,0.0,40.0,0
V0,3,I0065,0.0,0.0,0.0,0
V0,3,I0066,40.0,0.0,0.0,3
V0,3,I0067,0.0,0.0,20.0,0
V0,3,I0068,40.0,0.0,32.0,3
V0,3,I0069,0.0,0.0,40.0,0
V0,4,I0070,0.0,0.0,0.0,0
V0,4,I0071,40.0,0.0,0.0,3
V0,4,I0072,0.0,0.0,20.0,0
V0,4,I0073,40.0,0.0,32.0,3
V0,4,I0074,0.0,0.0,40.0,0
V0,5,I0075,0.0,0.0,0.0,0
V0,5,I0076,40.0,0.0,0.0,3
V0,5,I0077,0.0,0.0,20.0,0
V0,5,I0078,40.0,0.0,32.0,3
V0,5,I0079,0.0,0.0,40.0,0
V0,6,I0080,0.0,0.0,0.0,0
V0,6,I0081,40.0,0.0,0.0,3
V0,6,I0082,0.0,0.0,20.0,0
V0,6,I0083,40.0,0.0,32.0,3
V0,6,I0084,0.0,0.0,40.0,0
V0,7,I0085,0.0,0.0,0.0,0
V0,7,I0086,40.0,0.0,0.0,3
V0,7,I0087,0.0,0.0,20.0,0
V0,7,I0088,40.0,0.0,32.0,3
V0,7,I0089,0.0,0.0,40.0,0
V0,8,I0090,0.0,0.0,0.0,0
V0,8,I0091,40.0,0.0,0.0,3
V0,8,I0092,0.0,0.0,20.0,0
V0,8,I0093,40.0,0.0,32.0,3
V0,8,I0094,0.0,0.0,40.0,0
V0,9,I0095,0.0,0.0,0.0,0
V0,9,I0096,40.0,0.0,0.0,3
V0,9,I0097,0.0,0.0,20.0,0
V0,9,I0098,40.0,0.0,32.0,3
V0,9,I0099,0.0,0.0,40.0,0
V0,10,I0100,0.0,0.0,0.0,0
V0,10,I0101,40.0,0.0,0.0,3
V0,10,I0102,0.0,0.0,20.0,0
V0,10,I0103,40.0,0.0,32.0,3
V0,10,I0104,0.0,0.0,40.0,0
V0,11,I0105,0.0,0.0,0.0,0
V0,11,I0106,40.0,0.0,0.0,3
V0,11,I0107,0.0,0.0,20.0,0
V0,11,I0108,40.0,0.0,32.0,3
V0,11,I0109,0.0,0.0,40.0,0
V0,12,I0000,0.0,0.0,0.0,0
V0,12,I0001,36.0,0.0,0.0,3
V0,12,I0002,0.0,0.0,24.0,0
V0,12,I0003,36.0,0.0,28.0,3
V0,12,I0004,0.0,0.0,48.0,0
V0,13,I0005,0.0,0.0,0.0,0
V0,13,I0006,36.0,0.0,0.0,3
V0,13,I0007,0.0,0.0,24.0,0
V0,13,I0008,36.0,0.0,28.0,3
V0,13,I0009,0.0,0.0,48.0,0
V0,14,I0010,0.0,0.0,0.0,0
V0,14,I0011,36.0,0.0,0.0,3
V0,14,I0012,0.0,0.0,24.0,0
V0,14,I0013,36.0,0.0,28.0,3
V0,14,I0014,0.0,0.0,48.0,0
V0,15,I0015,0.0,0.0,0.0,0
V0,15,I0016,36.0,0.0,0.0,3
V0,15,I0017,0.0,0.0,24.0,0
V0,15,I0018,36.0,0.0,28.0,3
V0,15,I0019,0.0,0.0,48.0,0
V0,16,I0020,0.0,0.0,0.0,0
V0,16,I0021,36.0,0.0,0.0,3
V0,16,I0022,0.0,0.0,24.0,0
V0,16,I0023,36.0,0.0,28.0,3
V0,16,I0024,0.0,0.0,48.0,0
V0,17,I0025,0.0,0.0,0.0,0
V0,17,I0026,36.0,0.0,0.0,3
V0,17,I0027,0.0,0.0,24.0,0
V0,17,I0028,36.0,0.0,28.0,3
V0,17,I0029,0.0,0.0,48.0,0
V0,18,I0030,0.0,0.0,0.0,0
V0,18,I0031,36.0,0.0,0.0,3
V0,18,I0032,0.0,0.0,24.0,0
V0,18,I0033,36.0,0.0,28.0,3
V0,18,I0034,0.0,0.0,48.0,0
V0,19,I0035,0.0,0.0,0.0,0
V0,19,I0036,36.0,0.0,0.0,3
V0,19,I0037,0.0,0.0,24.0,0
V0,19,I0038,36.0,0.0,28.0,3
V0,19,I0039,0.0,0.0,48.0,0
V0,20,I0040,0.0,0.0,0.0,0
V0,20,I0041,36.0,0.0,0.0,3
V0,20,I0042,0.0,0.0,24.0,0
V0,20,I0043,36.0,0.0,28.0,3
V0,20,I0044,0.0,0.0,48.0,0
V0,21,I0045,0.0,0.0,0.0,0
V0,21,I0046,36.0,0.0,0.0,3
V0,21,I0047,0.0,0.0,24.0,0
V0,21,I0048,36.0,0.0,28.0,3
V0,21,I0049,0.0,0.0,48.0,0
